METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE,MOBILE_ZONE,MAX_CAP_CHG,ObjectId,geo_shape,geo_point_2d,VEH_BAYS_INT
4658,TICKETLESS METER MULTISPACE,BERRY ST,SPRING HILL,2,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.85,,Berry St between Terrace Lane & Mcnally St in Spring Hill,3,0,,153.02349,-27.463148,4000284,,209,"{""coordinates"": [153.02349, -27.463148], ""type"": ""Point""}","-27.463148, 153.02349",3
4659,PAY BY MOBILE APP ONLY,SEDGEBROOK ST,SPRING HILL,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Sedgebrook St between Mcnally St & Sedgebrook St in Spring Hill,10,0,,153.022888,-27.463487,4000275,18.25,210,"{""coordinates"": [153.02288800000002, -27.463486999999994], ""type"": ""Point""}","-27.463486999999994, 153.02288800000002",10
4860,TICKETLESS METER MULTISPACE,WICKHAM GR,BOWEN HILLS,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Wickham Grove between Ross St & Edmonstone Rd in Bowen Hills,13,0,,153.041717,-27.443648,4000517,18.25,211,"{""coordinates"": [153.04171700000003, -27.443647999999996], ""type"": ""Point""}","-27.443647999999996, 153.04171700000003",13
4861,PAY BY MOBILE APP ONLY,EDMUND ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Edmund St between Breakfast Ck Rd & Ross St in Bowen Hills,6,0,,153.042951,-27.443893,4000590,18.25,212,"{""coordinates"": [153.042951, -27.443892999999996], ""type"": ""Point""}","-27.443892999999996, 153.042951",6
4870,TICKETLESS METER MULTISPACE,FOLKESTONE ST,BOWEN HILLS,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Folkestone Rd between Edmonstone Rd & Cintra Rd in Bowen Hills,14,0,,153.040542,-27.444512,4000496,18.25,213,"{""coordinates"": [153.04054200000002, -27.444512000000003], ""type"": ""Point""}","-27.444512000000003, 153.04054200000002",14
4871,TICKETLESS METER MULTISPACE,FOLKESTONE ST,BOWEN HILLS,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Folkestone Rd between Abbortsford Rd & Edmonstone Rd in Bowen Hills,10,0,,153.039514,-27.444228,4000495,18.25,214,"{""coordinates"": [153.039514, -27.444228], ""type"": ""Point""}","-27.444228, 153.039514",10
4873,PAY BY MOBILE APP ONLY,HYNES ST,FORTITUDE VALLEY,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Hynes St between Light St & Knapp St in Bowen Hills,9,0,,153.038934,-27.450987,4000376,,215,"{""coordinates"": [153.038934, -27.450987000000005], ""type"": ""Point""}","-27.450987000000005, 153.038934",9
4874,TICKETLESS METER MULTISPACE,LIGHT ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Light St between Wickham St & Hynes St in Bowen Hills,6,0,,153.039403,-27.451677,4000377,18.25,216,"{""coordinates"": [153.039403, -27.451676999999986], ""type"": ""Point""}","-27.451676999999986, 153.039403",6
4875,TICKETLESS METER MULTISPACE,KNAPP ST,FORTITUDE VALLEY,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Knapp St between Prospect St & End in Bowen Hills,18,0,,153.039494,-27.450122,4000374,,217,"{""coordinates"": [153.039494, -27.450121999999997], ""type"": ""Point""}","-27.450121999999997, 153.039494",18
4876,TICKETLESS METER MULTISPACE,SCANLAN ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Scanlan St between Light St & End in Bowen Hills,4,0,,153.037934,-27.451033,4000373,18.25,218,"{""coordinates"": [153.037934, -27.45103300000001], ""type"": ""Point""}","-27.45103300000001, 153.037934",4
4877,TICKETLESS METER MULTISPACE,LANG PDE,AUCHENFLOWER,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",4.95,,Lang Pde between Lima St & Chasely St in Auchenflower,4,0,,152.997772,-27.475763,4000220,,219,"{""coordinates"": [152.99777199999997, -27.47576300000001], ""type"": ""Point""}","-27.47576300000001, 152.99777199999997",4
4900,PAY BY MOBILE APP ONLY,PROVIDENCE LANE,FORTITUDE VALLEY,3,BUS ZONE 4PM-6PM MON-FRI TOWAWAY,7 DAYS,"7AM-4PM & 6PM-10PM MON-FRI, 7AM-7PM SAT-SUN","Zone 1, 15 min free",6.85,3.7,"Providence Lane between Ivory St & Ann St, Fortitude Valley",8,0,,153.0348,-27.46069,4000905,,220,"{""coordinates"": [153.0348, -27.460690000000003], ""type"": ""Point""}","-27.460690000000003, 153.0348",8
4901,PAY BY MOBILE APP ONLY,PROVIDENCE LANE,FORTITUDE VALLEY,3,LOADING ZONE 7AM-9AM & 3PM-6PM MON-FRI,7 DAYS,"9AM-3PM & 6PM-10PM MON-FRI, 7AM-7PM SAT-SUN","Zone 1, 15 min free",6.85,3.7,"Providence Lane between Ivory St & Ann St, Fortitude Valley",8,0,,153.03459,-27.46065,4000906,,221,"{""coordinates"": [153.03459, -27.460649999999998], ""type"": ""Point""}","-27.460649999999998, 153.03459",8
5000,PAY BY MOBILE APP ONLY,HOPE ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Hope St between Peel St & Montague Rd in South Brisbane,7,0,,153.01525,-27.471419,4000597,18.25,222,"{""coordinates"": [153.01525, -27.471419000000008], ""type"": ""Point""}","-27.471419000000008, 153.01525",7
5001,PAY BY MOBILE APP ONLY,HOPE ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Hope St between Peel St & Montague Rd in South Brisbane,17,0,,153.015632,-27.471974,4000597,18.25,223,"{""coordinates"": [153.01563200000004, -27.47197399999999], ""type"": ""Point""}","-27.47197399999999, 153.01563200000004",17
5002,PAY BY MOBILE APP ONLY,HOPE ST,SOUTH BRISBANE,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Hope St between Peel St & Fish Line St in South Brisbane,17,0,,153.017025,-27.473747,4000622,,224,"{""coordinates"": [153.017025, -27.473747000000003], ""type"": ""Point""}","-27.473747000000003, 153.017025",17
5008,TICKETLESS METER MULTISPACE,BOUNDARY ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Boundary St between Peel St  & Cordelia St in South Brisbane,14,0,,153.013569,-27.47333,4000616,18.25,225,"{""coordinates"": [153.01356899999996, -27.473330000000008], ""type"": ""Point""}","-27.473330000000008, 153.01356899999996",14
5011,TICKETLESS METER MULTISPACE,BOUNDARY ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Boundary St between Edmondstone St & Melbourne St in South Brisbane,7,0,,153.013008,-27.476319,4000623,18.25,226,"{""coordinates"": [153.013008, -27.476318999999993], ""type"": ""Point""}","-27.476318999999993, 153.013008",7
5012,TICKETLESS METER MULTISPACE,MANNING ST,SOUTH BRISBANE,2,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.85,,Manning St between Fish Line St & Melbourne St in South Brisbane,2,0,,153.014389,-27.475684,4000618,,227,"{""coordinates"": [153.01438899999997, -27.475684], ""type"": ""Point""}","-27.475684, 153.01438899999997",2
5013,PAY BY MOBILE APP ONLY,MANNING ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Manning St between Melbourne St & Russell St in South Brisbane,5,0,,153.014872,-27.476374,4000629,,228,"{""coordinates"": [153.014872, -27.476374000000007], ""type"": ""Point""}","-27.476374000000007, 153.014872",5
5014,TICKETLESS METER MULTISPACE,MANNING ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Manning St between Melbourne St & Russell St in South Brisbane,8,0,,153.015476,-27.477274,4000630,18.25,229,"{""coordinates"": [153.015476, -27.477274000000005], ""type"": ""Point""}","-27.477274000000005, 153.015476",8
5015,TICKETLESS METER MULTISPACE,RUSSELL ST,SOUTH BRISBANE,3,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Russell St between Cordelia St & Edmonstone St in South Brisbane,13,0,,153.016195,-27.477646,4000627,,230,"{""coordinates"": [153.01619500000004, -27.477646], ""type"": ""Point""}","-27.477646, 153.01619500000004",13
5016,TICKETLESS METER MULTISPACE,RUSSELL ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Russell St between Cordelia St & Edmonstone St in South Brisbane,9,0,,153.015451,-27.478053,4000633,18.25,231,"{""coordinates"": [153.015451, -27.478053000000006], ""type"": ""Point""}","-27.478053000000006, 153.015451",9
5017,PAY BY MOBILE APP ONLY,MANNING ST,SOUTH BRISBANE,2,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.85,,Manning St between Melbourne St & Russell St in South Brisbane,4,0,,153.014762,-27.476474,4000618,,232,"{""coordinates"": [153.014762, -27.476473999999996], ""type"": ""Point""}","-27.476473999999996, 153.014762",4
5018,TICKETLESS METER MULTISPACE,EDMONDSTONE ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Edmondstone St between Melbourne St & Russell St in South Brisbane,8,0,,153.014347,-27.477535,4000632,18.25,233,"{""coordinates"": [153.01434700000001, -27.477535000000017], ""type"": ""Point""}","-27.477535000000017, 153.01434700000001",8
5019,TICKETLESS METER MULTISPACE,EDMONDSTONE ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Edmondstone St between Russell St & Vulture St in South Brisbane,10,0,,153.015262,-27.478874,4000631,18.25,234,"{""coordinates"": [153.015262, -27.478873999999994], ""type"": ""Point""}","-27.478873999999994, 153.015262",10
5020,TICKETLESS METER MULTISPACE,EDMONDSTONE ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Edmondstone St between Russell St & Vulture St in South Brisbane,8,0,,153.015737,-27.479568,4000631,18.25,235,"{""coordinates"": [153.01573699999997, -27.479568000000018], ""type"": ""Point""}","-27.479568000000018, 153.01573699999997",8
5021,TICKETLESS METER MULTISPACE,EDMONDSTONE ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Edmondstone St between Russell St & Melbourne St in South Brisbane,6,0,,153.014139,-27.47748,4000632,18.25,236,"{""coordinates"": [153.014139, -27.477480000000003], ""type"": ""Point""}","-27.477480000000003, 153.014139",6
5022,PAY BY MOBILE APP ONLY,BRERETON ST,SOUTH BRISBANE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Brereton St between Montague Rd & Oxford St in South Brisbane,22,0,,153.011491,-27.474218,4000611,18.25,237,"{""coordinates"": [153.01149099999998, -27.474218000000008], ""type"": ""Point""}","-27.474218000000008, 153.01149099999998",22
5024,TICKETLESS METER MULTISPACE,MOLLISON ST,SOUTH BRISBANE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Mollison St between Montague Rd & Bank St in South Brisbane,8,0,,153.010066,-27.47641,4000610,,238,"{""coordinates"": [153.010066, -27.476409999999998], ""type"": ""Point""}","-27.476409999999998, 153.010066",8
5025,TICKETLESS METER MULTISPACE,BANK ST,WEST END,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Bank St between Jane St & Mollison St in West End,21,0,,153.009523,-27.477178,4000668,18.25,239,"{""coordinates"": [153.009523, -27.477178000000006], ""type"": ""Point""}","-27.477178000000006, 153.009523",21
5026,PAY BY MOBILE APP ONLY,MONTAGUE RD,WEST END,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Montague Rd between Mollison St & Jane St in West End,11,0,,153.008889,-27.476249,4000661,,240,"{""coordinates"": [153.008889, -27.476249], ""type"": ""Point""}","-27.476249, 153.008889",11
5028,TICKETLESS METER MULTISPACE,JANE ST,WEST END,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Jane St between Montague Rd & Bank St in West End,8,0,,153.007261,-27.478398,4000670,18.25,241,"{""coordinates"": [153.007261, -27.478397999999995], ""type"": ""Point""}","-27.478397999999995, 153.007261",8
5029,TICKETLESS METER MULTISPACE,JANE ST,WEST END,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Jane St between Montague Rd & Bank St in West End,2,0,,153.007392,-27.478542,4000694,,242,"{""coordinates"": [153.007392, -27.478542000000004], ""type"": ""Point""}","-27.478542000000004, 153.007392",2
5031,TICKETLESS METER MULTISPACE,BOUNDARY ST,WEST END,2,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Boundary St between Browning St & Russell St in West End,4,0,,153.012673,-27.478062,4000672,,243,"{""coordinates"": [153.01267300000004, -27.478062000000016], ""type"": ""Point""}","-27.478062000000016, 153.01267300000004",4
